sop_class_name,value,objects
RT Structure Set Storage,"P4^P114^S302^I00013, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10268, Gated, 70.0%",1
RT Structure Set Storage,"P4^P109^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P109^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P109^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P114^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"Pre-dose, RIGHT ILIAC BONE - 2",1
RT Structure Set Storage,"P4^P114^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"Pre-dose, NASOPHARYNX - 1",1
RT Structure Set Storage,"P4^P114^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P114^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"Follow-up consultation, HAND - 1",1
RT Structure Set Storage,"Pre-dose, PARARECTAL - 1",1
RT Structure Set Storage,RTstruct_Aligned_STIRtoPET,1
RT Structure Set Storage,"Pre-dose, PORTACAVAL LYMPH NODE - 2",1
RT Structure Set Storage,RTStruct_CT,1
RT Structure Set Storage,"P4^P107^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P107^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P107^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P107^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P112^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,RTstruct_Aligned_T1toPET,1
RT Structure Set Storage,"P4^P102^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10261, Gated, 0.0%",1
RT Structure Set Storage,"P4^P103^S301^I00004, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10306, Gated, 0.0%A",1
RT Structure Set Storage,RTstruct_AlignedT!toPET,1
RT Structure Set Storage,"P4^P101^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00010, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00009, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00007, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00011, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00008, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00006, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P102^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00005, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00012, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00004, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P101^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P103^S301^I00013, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P115^S300^I00004, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P100^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00004, Gated, 0.0%A",1
RT Structure Set Storage,RTstruct_AlignedSTIRtoPET_BOX,1
RT Structure Set Storage,"P4^P108^S304^I00003, Gated, 0.0%",1
RT Structure Set Storage,"P4^P114^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,LL+LR+SBCB+SDCB,1
RT Structure Set Storage,LL+LR+BSPC+SDPC+ROI,1
RT Structure Set Storage,RTStruct_PET,1
Segmentation Storage,Mx8000 IDT 16,1
Segmentation Storage,tumor seg - MR ref: 3D_SAG_T2_SPACE,1
Segmentation Storage,QIBA CT 1C Reader 7,1
Segmentation Storage,QIBA CT 1C Reader 1,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 16747,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 15431,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 1907,1
Segmentation Storage,Segmentation of Nodule 12 - Annotation 15541,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation IL057_127588,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation MI014_17918,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 52390,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_178026,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 38494,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 1683,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_196358,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_123742,1
Segmentation Storage,"Pre-dose, LUNG - 1",1
Segmentation Storage,"Pre-dose, LEFT ADRENAL GLAND - 2",1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 128807,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 50577,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 85434,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 80739,1
Segmentation Storage,Segmentation of Nodule 9 - Annotation 16815,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 161893,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 5,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 12486,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 70075,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13483,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 59894,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 8,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 21451,1
Segmentation Storage,Segmentation of Nodule 10 - Annotation 80780,1
Segmentation Storage,Segmentation of Nodule 12 - Annotation 80776,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 16835,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation MI014_14566,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 22166,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation IL057_123754,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_16911,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation IL057_85842,1
Segmentation Storage,Segmentation of Nodule 10 - Annotation Nodule 002,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 6041,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation IL057_205799,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_17932,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 7760,1
Segmentation Storage,Segmentation of Nodule 12 - Annotation MI014_21049,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 68977,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation Nodule 005,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 115281,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_11888,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_128326,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation MI014_17668,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 8163,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 34185,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation Nodule 010,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 173208,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 1891,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 184699,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 7076,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 106244,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 174500,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 5084,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 126896,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 20120,1
Segmentation Storage,Segmentation of Nodule 14 - Annotation 126889,1
Segmentation Storage,Segmentation of Nodule 11 - Annotation IL057_91917,1
Segmentation Storage,previous_resection_cavity seg - MR ref: 3D_SAG_T1_postcontrast,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 16570,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 4,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 16622,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 12396,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 8,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13329,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 70340,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 1103,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 3,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 11,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 190,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 14995,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 14969,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13528,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 12604,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 16787,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 25,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_203672,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 3192,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 1916,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 1765,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 3247,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 15651,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 80757,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 16522,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 16529,1
Segmentation Storage,NLSTSeg Segmentation of Series: 7338,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation IL057_167636,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation MI014_18188,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation IL057_123770,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation Nodule 018,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation Nodule 007,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation MI014_18051,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_20099,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation Nodule 002,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 6027,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 8088,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 40425,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 124204,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 174023,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 81327,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 7206,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 5484,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 3962,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 4923,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 0904,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 115904,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 11332,1
Segmentation Storage,Segmentation of Nodule 13 - Annotation 9363,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 0404,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 160379,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 115426,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 167792,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation IL057_123729,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_166218,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation Nodule 004,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation Nodule 003,1
Segmentation Storage,Segmentation of Nodule 14 - Annotation Nodule 013,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_91752,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation IL057_195975,1
Segmentation Storage,ACRIN-6698: DWI SEG: from S701: Whole Tumor Manual,1
Segmentation Storage,"Pre-dose, RIGHT INGUINAL LYMPH NODE - 2",1
Segmentation Storage,"Pre-dose, RIGHT RIB - 2",1
Segmentation Storage,"Pre-dose, PELVIC LYMPH NODE - 2",1
Segmentation Storage,ACRIN-6698: TrT0: DWI SEG: from S528: Whole Tumor Manual,1
Segmentation Storage,NLSTSeg Segmentation of Series: 8188,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 3179,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13997,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 69579,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 14,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 6,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation Nodule 006,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 21396,1
Segmentation Storage,Segmentation of Nodule 15 - Annotation 7,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 16005,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 1521,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 13436,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 21226,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 21230,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation MI014_20263,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 56461,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 56612,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 1,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 196553,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 206841,1
Segmentation Storage,Segmentation of Nodule 10 - Annotation 2,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 2386,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_18064,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_167661,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation MI014_17415,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_17614,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_127109,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 7316,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 6,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 54211,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 145185,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 77879,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 0699,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 9,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 10049,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 7455,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 7446,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 5397,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 7204,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 5600,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 168041,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 186419,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 168659,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation IL057_157078,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation Nodule 011,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation IL057_157350,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_156562,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_160776,1
Segmentation Storage,NLSTSeg Segmentation of Series: 6681,1
Segmentation Storage,NLSTSeg Segmentation of Series: 8028,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 9,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 44230,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 196428,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 11,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 2,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 29,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 49978,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 15303,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 7261,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation MI014_19616,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation MI014_20006,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 54712,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 14780,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation MI014_19647,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation Nodule 002,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation MI014_21028,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_167424,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_130635,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 196543,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation Nodule 005,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation MI014_17707,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 3,1
Segmentation Storage,Segmentation of Nodule 9 - Annotation 9349,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 9262,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 4639,1
Segmentation Storage,Segmentation of Nodule 7 - Annotation 126878,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 0436,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 4339,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 135134,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 160287,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation Nodule 008,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation IL057_91736,1
Segmentation Storage,"Pre-dose, SPINE - 2",1
Segmentation Storage,"Pre-dose, CHEST WALL - 1",1
Segmentation Storage,"Pre-dose, RIGHT KIDNEY - 1",1
Segmentation Storage,ACRIN-6698: DWI SEG: from S628: Whole Tumor Manual,1
Segmentation Storage,NLSTSeg Segmentation of Series: 102,1
Segmentation Storage,NLSTSeg Segmentation of Series: 875926,1
Segmentation Storage,NLSTSeg Segmentation of Series: 220,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 13,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 6,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation 6,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 59449,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 12,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 11,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation Nodule 010,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation MI014_20252,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 10,1
Segmentation Storage,Segmentation of Nodule 10 - Annotation 66111,1
Segmentation Storage,Segmentation of Nodule 10 - Annotation 14681,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_127325,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation Nodule 007,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 9,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 50301,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation IL057_209801,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 5291,1
Segmentation Storage,Segmentation of Nodule 5 - Annotation 10004,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 161356,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 7116,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_166477,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 61586,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 172689,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation IL057_166096,1
Segmentation Storage,"Pre-dose, MESENTERY - 1",1
Segmentation Storage,"Pre-dose, INGUINAL LYMPH NODE - 1",1
Segmentation Storage,"Pre-dose, LEFT RIB - 1",1
Segmentation Storage,"Pre-dose, INFRACLAVICULAR LYMPH NODE - 1",1
Segmentation Storage,AIMI lung and FDG tumor non-expert 1 corrected segmentation,1
Segmentation Storage,NLSTSeg Segmentation of Series: 8816,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 0,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 8167,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation 13568,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation 74694,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation 77408,1
Segmentation Storage,Segmentation of Nodule 8 - Annotation IL057_203436,1
Segmentation Storage,Segmentation of Nodule 3 - Annotation 37604,1
Segmentation Storage,Segmentation of Nodule 6 - Annotation MI014_17896,1
Segmentation Storage,Segmentation of Nodule 1 - Annotation IL057_160168,1
Segmentation Storage,Segmentation of Nodule 4 - Annotation 1595,1
Segmentation Storage,Segmentation of Nodule 2 - Annotation IL057_202801,1
Segmentation Storage,Segmentation of Nodule 16 - Annotation 54527,1
